case_id,state,district_type,project_type,case_opened_date,snapshot_date,land_area_hectares,land_type,affected_owner_count,is_multi_village,has_title_dispute,has_court_case,has_objection,compensation_estimate_inr_lakh,compensation_funding_available,notification_stage,days_since_case_opened,land_notified_percent,award_completed_percent,compensation_disbursed_percent,possession_completed_percent,delay_label,delay_risk,delay_probability,actual_delay_days
SYN-LA-00439,Uttar Pradesh,Semi-urban,State Highway,2022-12-08,2023-06-13,2.91,Forest,9,0,0,0,1,99.86,1,Pre-notification,187,2.7,2.7,0,0,1,Medium,0.446,220
SYN-LA-00440,Rajasthan,Rural,National Highway,2021-08-26,2022-09-30,8.15,Agricultural,5,1,0,0,0,784.13,1,3G award,400,100,76.0,45.0,29.2,1,Medium,0.418,198
SYN-LA-00441,Rajasthan,Urban,Urban Infrastructure,2020-06-30,2022-05-25,2.42,Agricultural,2,0,0,0,0,231.89,1,3G award,694,100,100,72.3,61.6,0,Low,0.207,0
SYN-LA-00442,Rajasthan,Rural,Urban Infrastructure,2023-08-04,2024-09-22,5.27,Agricultural,15,0,0,0,1,318.45,1,3D issued,415,68.7,54.8,27.1,7.3,1,Medium,0.543,206
SYN-LA-00443,Rajasthan,Semi-urban,Urban Infrastructure,2021-02-25,2023-01-15,2.52,Commercial,1,0,1,0,0,264.07,1,3G award,689,100,100,89.8,85.7,1,Low,0.25,188
SYN-LA-00444,Rajasthan,Semi-urban,Railway,2023-05-19,2024-11-08,3.63,Commercial,21,1,0,0,1,162.16,0,3D issued,539,79.0,48.3,28.2,10.8,0,High,0.776,0
SYN-LA-00445,Haryana,Rural,State Highway,2020-11-15,2021-10-20,1.39,Agricultural,14,0,0,0,0,99.48,1,3D issued,339,95.1,73.0,46.6,42.9,0,Low,0.166,0
SYN-LA-00446,Rajasthan,Urban,National Highway,2024-09-07,2024-12-17,2.55,Agricultural,12,1,0,0,0,266.47,0,3A issued,101,21.4,7.1,0,0,0,Medium,0.487,0
SYN-LA-00447,West Bengal,Rural,Industrial Corridor,2021-02-28,2022-10-31,0.92,Residential,10,1,1,0,1,36.53,1,3D issued,610,74.0,37.9,32.4,6.5,1,High,0.712,257
SYN-LA-00448,West Bengal,Urban,Railway,2023-04-12,2024-06-05,1.81,Agricultural,10,1,1,0,0,98.44,1,3A issued,420,42.6,41.3,34.9,25.1,1,Medium,0.54,235
SYN-LA-00449,Haryana,Rural,National Highway,2021-07-27,2022-08-20,1.94,Agricultural,7,0,0,0,0,139.73,0,3D issued,389,86.2,46.5,27.3,16.3,1,Low,0.328,97
SYN-LA-00450,Haryana,Urban,Industrial Corridor,2023-10-27,2024-11-07,1.69,Agricultural,2,0,0,0,0,35.97,1,3D issued,377,82.1,72.0,68.5,44.5,0,Low,0.152,0
SYN-LA-00451,Haryana,Urban,Railway,2020-03-14,2021-10-03,2.14,Agricultural,26,1,0,0,1,65.85,0,3D issued,568,82.4,68.1,50.5,35.2,1,High,0.752,249
SYN-LA-00452,Chhattisgarh,Semi-urban,State Highway,2019-07-13,2020-12-22,10.95,Commercial,11,1,0,0,0,1033.67,1,3D issued,528,92.1,68.8,52.0,32.6,0,Medium,0.607,0
SYN-LA-00453,Rajasthan,Rural,National Highway,2023-07-05,2025-05-21,3.74,Agricultural,13,0,0,0,0,379.76,1,3G award,686,100,100,72.9,71.1,1,Low,0.239,157
SYN-LA-00454,Madhya Pradesh,Semi-urban,Urban Infrastructure,2024-10-08,2026-04-03,8.63,Forest,7,1,0,0,0,718.67,1,3D issued,542,91.3,71.0,43.4,24.4,1,Medium,0.6,232
SYN-LA-00455,Haryana,Semi-urban,Urban Infrastructure,2021-12-30,2023-03-27,2.28,Agricultural,31,1,0,0,0,47.27,1,3D issued,452,75.7,60.3,54.9,30.1,0,Medium,0.445,0
SYN-LA-00456,Rajasthan,Semi-urban,National Highway,2020-05-16,2021-12-04,6.29,Agricultural,59,1,1,0,0,306.21,1,3G award,567,100,89.6,66.9,44.9,0,High,0.866,0
SYN-LA-00457,Rajasthan,Urban,Urban Infrastructure,2020-02-27,2020-12-12,2.27,Agricultural,21,1,0,0,0,162.74,1,3D issued,289,89.6,70.5,66.7,61.3,0,Low,0.275,0
SYN-LA-00458,Odisha,Urban,Urban Infrastructure,2022-12-21,2023-09-24,1.05,Agricultural,11,0,1,0,1,16.93,1,3A issued,277,30.4,20.0,0,0,1,Medium,0.608,206
SYN-LA-00459,Punjab,Urban,State Highway,2022-09-25,2023-12-28,1.02,Commercial,7,0,0,0,1,70.62,1,3D issued,459,77.6,58.5,49.1,44.5,0,Low,0.27,0
SYN-LA-00460,Haryana,Urban,Urban Infrastructure,2020-01-27,2020-04-28,2.4,Residential,1,0,0,0,0,238.23,1,Pre-notification,92,11.6,11.6,0,0,0,Low,0.188,0
SYN-LA-00461,Maharashtra,Rural,National Highway,2019-04-20,2021-03-15,5.24,Agricultural,11,0,0,0,1,251.9,0,3G award,695,100,94.6,70.3,49.2,0,Medium,0.614,0
SYN-LA-00462,Haryana,Rural,State Highway,2018-10-06,2019-12-16,4.89,Agricultural,10,0,0,0,0,506.04,1,3D issued,436,75.1,49.7,33.7,33.0,0,Low,0.272,0
SYN-LA-00463,Uttar Pradesh,Urban,Industrial Corridor,2022-11-16,2024-06-22,1.89,Agricultural,19,0,0,0,1,178.06,1,3G award,584,100,83.6,65.9,51.4,1,Medium,0.439,170
SYN-LA-00464,Rajasthan,Urban,National Highway,2024-05-23,2025-06-28,2.08,Agricultural,6,0,0,0,1,58.82,1,3A issued,401,42.9,30.6,13.7,5.2,1,Medium,0.416,118
SYN-LA-00465,Madhya Pradesh,Rural,Industrial Corridor,2022-12-11,2024-10-29,4.63,Agricultural,22,1,0,0,1,85.66,1,3G award,688,100,100,92.0,76.5,0,Medium,0.517,0
SYN-LA-00466,Uttar Pradesh,Rural,Railway,2018-04-03,2018-12-14,1.46,Agricultural,7,0,0,0,0,74.89,1,3A issued,255,31.5,19.0,17.3,11.4,1,Low,0.189,179
SYN-LA-00467,Punjab,Rural,Industrial Corridor,2021-11-27,2022-07-09,2.81,Residential,4,0,0,0,0,274.84,1,3A issued,224,48.7,43.2,41.5,34.0,0,Low,0.135,0
SYN-LA-00468,Punjab,Urban,Industrial Corridor,2020-02-17,2021-10-12,5.99,Agricultural,6,0,0,0,0,396.53,1,3G award,603,100,92.5,63.5,51.4,0,Low,0.315,0
SYN-LA-00469,Odisha,Semi-urban,National Highway,2024-07-31,2025-04-04,2.86,Agricultural,8,0,0,0,0,94.89,1,3A issued,247,47.9,26.0,9.9,0,0,Low,0.248,0
SYN-LA-00470,Karnataka,Urban,Urban Infrastructure,2022-03-09,2022-08-26,76.44,Agricultural,3,1,0,0,0,6958.91,1,3A issued,170,51.6,44.7,26.2,20.2,1,High,0.772,290
SYN-LA-00471,West Bengal,Rural,Industrial Corridor,2019-07-15,2020-02-25,5.86,Commercial,10,0,0,0,0,581.42,1,Pre-notification,225,11.2,11.2,0,0,0,Low,0.347,0
SYN-LA-00472,West Bengal,Rural,Industrial Corridor,2020-05-30,2021-08-21,25.76,Forest,15,1,0,0,0,1464.06,1,3D issued,448,71.0,42.5,32.4,31.3,1,High,0.891,270
SYN-LA-00473,West Bengal,Semi-urban,National Highway,2021-12-25,2023-11-02,9.24,Agricultural,14,1,0,0,0,399.82,1,3G award,677,100,97.5,65.7,50.2,0,Medium,0.571,0
SYN-LA-00474,West Bengal,Semi-urban,State Highway,2019-02-26,2020-08-04,7.26,Agricultural,7,1,0,0,0,617.75,1,3G award,525,100,100,68.1,52.4,0,Medium,0.379,0
SYN-LA-00475,Maharashtra,Urban,National Highway,2018-02-23,2019-08-12,1.27,Residential,5,0,1,0,1,60.37,1,3D issued,535,86.4,63.5,33.7,31.4,1,Medium,0.544,217
SYN-LA-00476,Rajasthan,Semi-urban,State Highway,2024-02-09,2025-01-24,2.96,Agricultural,1,0,0,0,1,252.25,1,3D issued,350,84.2,72.3,47.5,41.0,0,Low,0.23,0
SYN-LA-00477,Odisha,Semi-urban,Railway,2021-12-13,2022-07-12,1.47,Commercial,9,0,0,0,0,56.6,0,3A issued,211,40.4,31.0,0,0,1,Low,0.331,120
SYN-LA-00478,Madhya Pradesh,Semi-urban,National Highway,2023-07-06,2023-08-22,5.6,Commercial,11,0,0,0,0,550.17,1,Pre-notification,47,13.1,13.1,0,0,0,Low,0.277,0
SYN-LA-00479,Rajasthan,Semi-urban,Industrial Corridor,2018-09-03,2019-01-15,3.61,Agricultural,15,0,1,1,0,220.0,0,Pre-notification,134,10.5,8.5,0,0,1,High,0.839,272
SYN-LA-00480,Karnataka,Urban,Industrial Corridor,2020-01-28,2020-09-23,9.25,Forest,11,1,0,0,0,760.36,1,3A issued,239,37.8,35.9,8.7,0,0,High,0.674,0
SYN-LA-00481,Odisha,Urban,Railway,2018-12-09,2019-07-13,1.0,Residential,1,0,1,1,0,79.8,1,Pre-notification,216,0.1,0,0,0,1,Medium,0.634,244
SYN-LA-00482,Haryana,Semi-urban,Railway,2024-08-25,2025-01-19,2.95,Residential,21,1,0,0,1,222.81,1,Pre-notification,147,1.4,0,0,0,0,Medium,0.512,0
SYN-LA-00483,Uttar Pradesh,Semi-urban,Industrial Corridor,2020-10-20,2021-05-30,4.11,Residential,27,1,0,0,0,333.54,0,Pre-notification,222,8.6,1.5,0,0,1,High,0.662,180
SYN-LA-00484,Rajasthan,Urban,Urban Infrastructure,2021-02-05,2021-04-17,1.24,Forest,36,1,0,0,0,30.45,0,Pre-notification,71,0,0,0,0,1,High,0.713,215
SYN-LA-00485,Chhattisgarh,Rural,Railway,2020-09-16,2021-05-13,4.81,Agricultural,13,0,0,0,0,304.61,1,Pre-notification,239,9.4,4.6,0,0,0,Low,0.34,0
SYN-LA-00486,Karnataka,Urban,Railway,2018-01-18,2018-03-05,7.05,Agricultural,4,1,0,0,0,562.19,1,3A issued,46,26.2,21.5,13.7,0,1,Medium,0.386,187
SYN-LA-00487,Odisha,Rural,National Highway,2023-01-16,2023-10-18,3.58,Commercial,5,1,0,0,0,619.95,1,3A issued,275,43.8,22.1,0,0,1,Low,0.323,175
SYN-LA-00488,West Bengal,Rural,Urban Infrastructure,2024-01-01,2025-10-05,1.04,Commercial,2,0,1,0,0,125.83,0,3D issued,643,87.0,68.5,50.7,49.8,0,Medium,0.453,0
SYN-LA-00489,Punjab,Rural,State Highway,2018-01-30,2019-01-15,9.28,Agricultural,7,1,0,0,0,870.46,1,3D issued,350,73.0,59.1,53.6,40.4,0,Medium,0.397,0
SYN-LA-00490,Uttar Pradesh,Urban,Urban Infrastructure,2018-01-01,2019-02-07,1.66,Agricultural,7,0,0,0,0,127.22,1,3D issued,402,92.1,67.5,56.1,53.4,1,Low,0.174,128
SYN-LA-00491,West Bengal,Urban,Railway,2018-09-22,2018-11-27,1.97,Residential,5,0,1,0,1,175.38,1,Pre-notification,66,0,0,0,0,1,Medium,0.515,141
SYN-LA-00492,Uttar Pradesh,Urban,Urban Infrastructure,2022-10-30,2023-03-27,5.9,Agricultural,15,0,0,0,0,184.29,1,3A issued,148,53.2,53.2,20.4,0,0,Medium,0.421,0
SYN-LA-00493,Chhattisgarh,Rural,National Highway,2024-08-16,2025-03-09,3.35,Forest,10,0,0,0,0,229.91,1,3A issued,205,48.6,26.0,12.2,11.7,0,Low,0.302,0
SYN-LA-00494,Punjab,Urban,National Highway,2019-05-26,2020-10-07,2.19,Agricultural,20,0,1,0,1,80.66,1,3A issued,500,57.4,30.4,20.9,10.6,1,High,0.733,258
SYN-LA-00495,Madhya Pradesh,Semi-urban,Urban Infrastructure,2024-09-25,2025-01-21,6.23,Agricultural,3,1,1,0,0,417.48,0,Pre-notification,118,0,0,0,0,0,High,0.68,0
SYN-LA-00496,Odisha,Rural,Urban Infrastructure,2018-12-04,2019-07-12,0.91,Agricultural,4,1,0,0,0,87.19,1,3A issued,220,18.9,18.9,0,0,0,Low,0.226,0
SYN-LA-00497,Karnataka,Urban,State Highway,2018-02-09,2019-03-10,4.42,Agricultural,20,0,0,0,1,413.94,1,3D issued,394,73.3,67.3,62.7,57.4,0,Medium,0.42,0
SYN-LA-00498,Odisha,Semi-urban,State Highway,2020-10-09,2022-05-11,7.38,Agricultural,2,1,1,1,0,336.04,1,3A issued,579,57.3,38.9,24.7,3.0,1,High,0.888,249
SYN-LA-00499,Chhattisgarh,Semi-urban,Railway,2018-12-20,2020-12-07,1.67,Residential,11,0,1,1,0,28.8,1,3G award,718,100,84.4,65.3,35.9,1,High,0.734,299
SYN-LA-00500,Rajasthan,Urban,Industrial Corridor,2024-01-22,2024-09-03,1.81,Agricultural,26,1,0,0,0,99.67,1,3A issued,225,40.0,28.7,25.2,3.6,0,Medium,0.463,0
SYN-LA-00501,Haryana,Semi-urban,Urban Infrastructure,2023-12-02,2024-05-02,0.66,Agricultural,9,0,0,0,0,51.09,1,3A issued,152,40.9,40.9,27.5,14.7,1,Low,0.144,134
SYN-LA-00502,Punjab,Rural,State Highway,2021-02-06,2021-04-12,3.15,Agricultural,5,1,0,1,0,70.32,1,Pre-notification,65,0,0,0,0,0,Medium,0.478,0
SYN-LA-00503,Chhattisgarh,Semi-urban,Railway,2022-04-09,2022-08-22,2.54,Agricultural,2,0,0,0,0,104.97,1,3A issued,135,28.9,22.5,0,0,1,Low,0.179,181
SYN-LA-00504,Chhattisgarh,Urban,Urban Infrastructure,2022-03-14,2023-10-23,1.06,Residential,4,1,0,0,0,62.75,1,3G award,588,100,100,87.0,72.1,0,Low,0.195,0
SYN-LA-00505,Chhattisgarh,Semi-urban,State Highway,2020-04-14,2021-05-06,4.82,Residential,5,1,0,0,0,336.88,1,3D issued,387,79.4,62.3,38.2,21.2,0,Low,0.335,0
SYN-LA-00506,Chhattisgarh,Semi-urban,Railway,2018-07-17,2019-01-06,2.35,Agricultural,10,0,0,0,0,164.73,0,3A issued,173,44.0,36.8,9.6,0,1,Medium,0.356,142
SYN-LA-00507,Haryana,Rural,Industrial Corridor,2019-08-18,2021-06-01,6.56,Forest,48,1,0,0,1,349.61,1,3G award,653,100,100,69.9,50.5,0,High,0.87,0
SYN-LA-00508,West Bengal,Urban,Urban Infrastructure,2019-11-15,2021-04-04,0.71,Agricultural,12,0,0,0,0,36.76,0,3G award,506,100,89.8,46.5,22.7,1,Medium,0.421,129
SYN-LA-00509,Madhya Pradesh,Urban,Urban Infrastructure,2024-02-16,2025-07-04,2.59,Agricultural,8,1,0,0,0,228.98,1,3G award,504,100,100,98.1,92.8,0,Low,0.178,0
SYN-LA-00510,Haryana,Urban,National Highway,2024-02-09,2024-09-20,1.2,Residential,57,1,1,0,1,39.88,0,Pre-notification,224,0,0,0,0,1,High,0.934,283
SYN-LA-00511,Uttar Pradesh,Semi-urban,Industrial Corridor,2019-02-20,2019-12-13,1.31,Residential,8,0,0,0,0,100.57,1,3D issued,296,79.3,50.6,45.3,22.4,0,Low,0.177,0
SYN-LA-00512,Uttar Pradesh,Semi-urban,Railway,2024-12-06,2026-07-23,0.31,Agricultural,5,0,0,0,0,14.02,1,3G award,594,100,98.8,90.9,83.7,0,Low,0.1,0
SYN-LA-00513,Haryana,Urban,Railway,2020-06-17,2022-01-11,6.29,Residential,10,1,0,0,1,123.23,1,3G award,573,100,77.6,75.1,54.5,0,Medium,0.561,0
SYN-LA-00514,Madhya Pradesh,Rural,National Highway,2020-10-09,2022-08-04,0.47,Agricultural,7,1,0,0,1,13.64,1,3G award,664,100,85.2,63.6,63.0,0,Low,0.292,0
SYN-LA-00515,Rajasthan,Urban,State Highway,2019-09-20,2021-08-23,1.75,Forest,15,0,1,0,1,152.54,1,3D issued,703,100,62.9,55.9,31.1,1,High,0.772,295
SYN-LA-00516,Karnataka,Rural,Industrial Corridor,2018-06-27,2020-04-23,2.81,Agricultural,7,0,0,0,0,63.53,1,3G award,666,100,97.1,81.8,75.9,0,Low,0.16,0
SYN-LA-00517,Haryana,Rural,State Highway,2020-11-13,2021-04-04,7.09,Agricultural,13,1,0,0,0,525.5,1,3D issued,142,65.6,45.3,42.7,28.9,0,Low,0.349,0
SYN-LA-00518,Madhya Pradesh,Rural,Industrial Corridor,2023-07-31,2024-06-12,3.51,Agricultural,3,0,0,0,0,216.83,1,3A issued,317,40.8,15.1,0,0,0,Low,0.245,0
SYN-LA-00519,Odisha,Semi-urban,National Highway,2020-10-09,2021-05-23,1.32,Residential,23,1,0,0,1,132.98,1,3D issued,226,62.9,39.8,20.0,0,1,Medium,0.515,238
SYN-LA-00520,Odisha,Urban,Railway,2023-03-31,2023-09-23,4.46,Forest,16,0,0,1,0,386.87,1,Pre-notification,176,6.6,6.6,0,0,0,High,0.731,0
SYN-LA-00521,Uttar Pradesh,Semi-urban,Urban Infrastructure,2022-09-07,2023-08-25,4.34,Agricultural,16,0,0,0,1,124.25,1,3D issued,352,69.6,40.6,12.9,0.0,1,Medium,0.531,192
SYN-LA-00522,Uttar Pradesh,Rural,State Highway,2024-05-26,2026-01-11,2.33,Forest,1,0,0,0,0,237.0,1,3G award,595,100,91.9,72.0,71.8,1,Low,0.178,73
SYN-LA-00523,Karnataka,Semi-urban,Urban Infrastructure,2024-02-22,2025-07-06,1.65,Agricultural,38,1,0,0,0,111.76,1,3G award,500,100,93.1,89.0,63.7,1,Medium,0.382,114
SYN-LA-00524,Karnataka,Urban,Urban Infrastructure,2021-11-12,2022-06-02,6.0,Agricultural,9,0,0,0,0,324.96,1,3A issued,202,48.7,37.6,22.6,0,1,Medium,0.37,146
SYN-LA-00525,Maharashtra,Urban,Railway,2020-07-31,2021-04-11,11.4,Agricultural,34,1,0,0,1,297.4,1,3A issued,254,16.3,13.4,0,0,1,High,0.892,266
SYN-LA-00526,Chhattisgarh,Rural,National Highway,2019-03-22,2019-04-28,1.07,Forest,8,0,0,0,0,33.1,1,3A issued,37,24.0,14.4,6.1,0,1,Low,0.212,167
SYN-LA-00527,Madhya Pradesh,Semi-urban,State Highway,2020-12-19,2021-05-31,0.52,Residential,11,0,0,0,0,32.98,1,3A issued,163,42.3,16.5,0,0,0,Low,0.183,0
SYN-LA-00528,West Bengal,Semi-urban,National Highway,2024-03-02,2024-06-14,2.35,Agricultural,10,0,0,0,0,222.09,1,Pre-notification,104,0,0,0,0,0,Low,0.213,0
SYN-LA-00529,Rajasthan,Urban,Railway,2023-05-14,2024-03-03,1.69,Agricultural,7,1,0,1,0,114.7,1,Pre-notification,294,12.8,9.2,0,0,0,Medium,0.609,0
SYN-LA-00530,Haryana,Urban,Railway,2021-01-13,2022-05-02,4.08,Forest,3,0,0,0,0,149.5,1,3D issued,474,67.0,67.0,61.4,45.1,0,Low,0.296,0
SYN-LA-00531,West Bengal,Urban,Railway,2019-09-08,2021-08-15,0.92,Agricultural,17,0,0,0,0,48.73,1,3G award,707,100,100,97.5,74.9,0,Low,0.238,0
SYN-LA-00532,Maharashtra,Rural,Urban Infrastructure,2021-08-21,2023-04-15,2.28,Forest,7,0,0,0,0,53.98,1,3G award,602,100,86.3,83.3,78.5,0,Low,0.187,0
SYN-LA-00533,Punjab,Urban,Urban Infrastructure,2023-03-11,2024-12-27,8.13,Forest,6,1,0,0,0,768.85,1,3G award,657,100,95.0,83.7,76.8,0,Medium,0.482,0
SYN-LA-00534,West Bengal,Rural,Railway,2018-04-10,2020-01-30,4.97,Commercial,13,1,0,0,0,529.94,1,3G award,660,100,93.4,92.7,67.0,0,Medium,0.353,0
SYN-LA-00535,Madhya Pradesh,Semi-urban,National Highway,2019-12-29,2021-12-06,3.41,Agricultural,18,0,0,0,0,106.48,1,3G award,708,100,96.2,72.3,54.3,0,Low,0.312,0
SYN-LA-00536,Uttar Pradesh,Semi-urban,National Highway,2023-09-08,2024-10-03,1.73,Agricultural,3,0,0,0,1,138.33,1,3A issued,391,31.2,26.0,0,0,0,Low,0.346,0
SYN-LA-00537,West Bengal,Semi-urban,State Highway,2021-11-18,2022-06-16,2.33,Agricultural,10,0,1,0,1,219.58,1,Pre-notification,210,11.8,0,0,0,1,Medium,0.565,307
SYN-LA-00538,Chhattisgarh,Semi-urban,National Highway,2020-08-19,2021-08-05,0.91,Agricultural,8,0,0,0,0,41.79,1,3A issued,351,55.9,51.5,46.5,33.7,0,Low,0.156,0
SYN-LA-00539,Punjab,Semi-urban,State Highway,2021-06-24,2021-11-23,0.48,Agricultural,6,1,0,0,0,35.65,1,3A issued,152,16.4,14.6,0,0,0,Low,0.195,0
SYN-LA-00540,West Bengal,Urban,National Highway,2018-09-08,2020-08-09,2.24,Agricultural,14,0,0,0,1,180.47,1,3G award,701,100,100,67.8,57.1,0,Medium,0.429,0
SYN-LA-00541,Karnataka,Rural,Urban Infrastructure,2019-05-16,2019-11-20,1.65,Commercial,4,0,0,0,0,218.1,0,3A issued,188,18.6,10.6,0,0,0,Low,0.277,0
SYN-LA-00542,Chhattisgarh,Urban,State Highway,2024-07-08,2025-02-14,11.59,Agricultural,13,1,1,0,0,682.33,1,Pre-notification,221,2.0,0,0,0,1,High,0.843,258
SYN-LA-00543,Maharashtra,Rural,Urban Infrastructure,2020-03-31,2021-10-08,14.76,Residential,4,1,0,0,0,541.16,0,3G award,556,100,91.7,70.7,46.8,0,High,0.759,0
SYN-LA-00544,Karnataka,Rural,National Highway,2018-03-24,2019-05-29,8.07,Agricultural,7,1,0,0,0,529.0,1,3D issued,431,85.1,56.9,24.0,3.5,0,Medium,0.518,0
SYN-LA-00545,Odisha,Urban,Industrial Corridor,2023-10-19,2024-09-14,3.94,Forest,25,1,0,0,1,261.45,0,3A issued,331,25.5,19.5,0,0,1,High,0.866,325
SYN-LA-00546,Karnataka,Urban,State Highway,2024-01-26,2025-08-21,2.11,Agricultural,7,0,0,0,0,135.65,1,3G award,573,100,100,90.8,75.9,0,Low,0.161,0
SYN-LA-00547,Chhattisgarh,Semi-urban,National Highway,2023-02-16,2024-08-20,1.67,Agricultural,12,0,0,0,0,91.8,1,3D issued,551,88.4,65.4,62.7,36.9,1,Low,0.234,109
SYN-LA-00548,Odisha,Rural,Railway,2024-10-14,2024-12-30,3.83,Agricultural,5,1,0,0,0,135.19,1,3A issued,77,23.2,23.2,10.0,0.4,0,Low,0.267,0
SYN-LA-00549,Haryana,Urban,National Highway,2022-05-20,2022-12-05,5.78,Residential,7,0,0,0,1,162.89,1,Pre-notification,199,8.0,8.0,4.9,0,1,Medium,0.486,187
SYN-LA-00550,Madhya Pradesh,Semi-urban,National Highway,2020-10-29,2021-01-22,2.42,Residential,10,0,0,0,0,229.72,1,Pre-notification,85,0,0,0,0,0,Low,0.2,0
SYN-LA-00551,Madhya Pradesh,Rural,Railway,2022-01-09,2023-08-01,0.91,Agricultural,20,0,0,0,0,76.56,1,3G award,569,89.6,75.1,60.7,50.4,1,Low,0.227,150
SYN-LA-00552,Odisha,Rural,State Highway,2019-10-17,2021-01-21,0.83,Agricultural,29,1,0,0,1,49.72,1,3G award,462,100,84.0,74.1,69.0,0,Medium,0.398,0
SYN-LA-00553,Madhya Pradesh,Urban,Industrial Corridor,2024-10-19,2025-05-25,2.09,Agricultural,8,0,0,0,0,89.37,1,3A issued,218,54.2,47.5,37.3,20.4,0,Low,0.207,0
SYN-LA-00554,Chhattisgarh,Semi-urban,Railway,2022-09-28,2024-08-03,1.08,Commercial,34,1,0,0,1,70.83,1,3G award,675,100,96.1,88.4,78.0,1,Medium,0.5,202
SYN-LA-00555,Punjab,Rural,Industrial Corridor,2022-08-07,2022-12-18,3.07,Agricultural,5,1,0,0,0,296.23,1,Pre-notification,133,11.1,0,0,0,0,Low,0.247,0
SYN-LA-00556,Rajasthan,Urban,Urban Infrastructure,2021-05-01,2022-03-12,5.78,Commercial,14,0,0,0,0,381.57,1,3D issued,315,68.7,55.5,52.8,35.5,0,Low,0.342,0
SYN-LA-00557,Chhattisgarh,Urban,Urban Infrastructure,2022-10-27,2023-01-21,8.38,Residential,11,1,0,0,1,202.6,1,Pre-notification,86,11.2,1.4,0,0,0,High,0.661,0
SYN-LA-00558,Maharashtra,Semi-urban,Industrial Corridor,2021-11-21,2023-04-08,4.92,Forest,27,1,1,0,0,502.99,1,3D issued,503,64.6,44.2,38.6,18.4,1,High,0.813,319
SYN-LA-00559,Madhya Pradesh,Urban,National Highway,2024-04-29,2026-01-31,2.37,Forest,9,0,0,1,0,89.23,1,3D issued,642,66.2,61.8,43.9,12.1,1,High,0.721,332
SYN-LA-00560,Karnataka,Urban,Railway,2023-06-17,2024-05-08,2.97,Agricultural,3,0,0,0,0,229.23,1,3A issued,326,32.0,32.0,31.9,25.1,0,Low,0.209,0
SYN-LA-00561,Madhya Pradesh,Urban,Urban Infrastructure,2024-07-03,2026-04-23,1.37,Forest,5,0,0,0,0,109.5,1,3G award,659,100,100,69.9,47.4,0,Low,0.285,0
SYN-LA-00562,Chhattisgarh,Rural,National Highway,2022-12-16,2024-07-11,3.04,Commercial,9,0,0,0,0,383.47,1,3G award,573,100,92.9,72.2,48.2,0,Low,0.227,0
SYN-LA-00563,Uttar Pradesh,Urban,National Highway,2024-03-11,2025-10-16,6.88,Agricultural,3,1,0,0,0,646.92,1,3G award,584,100,85.7,72.2,48.0,0,Medium,0.429,0
SYN-LA-00564,Karnataka,Urban,Urban Infrastructure,2019-11-22,2020-04-21,1.74,Agricultural,34,1,0,0,0,51.29,1,3A issued,151,41.0,38.2,8.7,6.7,1,Medium,0.477,205
SYN-LA-00565,Madhya Pradesh,Semi-urban,Railway,2019-07-01,2019-09-21,3.4,Agricultural,24,1,0,0,0,220.97,1,Pre-notification,82,0,0,0,0,1,Medium,0.394,171
SYN-LA-00566,Karnataka,Semi-urban,Urban Infrastructure,2020-02-04,2021-02-06,2.84,Residential,19,0,0,0,0,177.52,1,3D issued,368,87.1,68.8,52.4,33.4,0,Low,0.253,0
SYN-LA-00567,Rajasthan,Semi-urban,National Highway,2020-09-14,2021-03-30,3.18,Agricultural,5,0,0,1,0,113.16,1,3A issued,197,24.6,8.8,8.8,0,1,Medium,0.466,139
SYN-LA-00568,Odisha,Rural,State Highway,2023-05-27,2024-12-03,6.76,Agricultural,4,1,0,0,1,358.87,1,3G award,556,100,92.5,70.8,59.8,0,Medium,0.453,0
SYN-LA-00569,Madhya Pradesh,Semi-urban,State Highway,2022-04-16,2023-01-04,21.19,Residential,6,1,0,0,0,1649.48,1,3D issued,263,70.3,49.8,45.7,33.8,0,High,0.743,0
SYN-LA-00570,Uttar Pradesh,Semi-urban,Railway,2020-07-26,2022-05-03,0.78,Forest,27,1,0,0,0,29.3,0,3G award,646,100,100,62.3,52.3,1,Medium,0.613,178
SYN-LA-00571,Maharashtra,Semi-urban,State Highway,2018-02-02,2019-11-11,2.13,Agricultural,5,0,0,0,1,41.97,1,3G award,647,100,100,93.9,76.4,1,Low,0.222,115
SYN-LA-00572,West Bengal,Semi-urban,Urban Infrastructure,2021-11-20,2022-07-19,2.78,Agricultural,5,0,0,0,0,140.39,1,3A issued,241,42.1,39.2,37.2,25.7,1,Low,0.172,119
SYN-LA-00573,Madhya Pradesh,Urban,Industrial Corridor,2021-12-21,2023-01-21,2.0,Residential,17,0,0,0,0,153.89,1,3G award,396,94.7,85.2,52.5,43.9,1,Low,0.249,188
SYN-LA-00574,Chhattisgarh,Rural,Railway,2024-09-09,2025-02-16,5.47,Agricultural,8,0,0,0,1,542.07,0,Pre-notification,160,2.2,0,0,0,1,Medium,0.578,259
SYN-LA-00575,Karnataka,Semi-urban,Urban Infrastructure,2019-02-27,2020-09-21,2.07,Agricultural,4,0,0,0,1,112.21,1,3G award,572,100,100,81.0,76.2,0,Low,0.19,0
SYN-LA-00576,Maharashtra,Urban,Railway,2023-02-11,2024-09-19,2.66,Agricultural,11,0,0,0,0,135.44,1,3G award,586,100,83.7,75.9,54.0,0,Low,0.255,0
